namc_code,namc_term_diacritical,short_definition,long_definition
ED-6.7.4,mēdōgatamasūrikā,-,"the disorder is characterized by maṇḍalākāra-piḍakā [rounded eruptions], mr̥du-piḍakā [soft on touch], kiñcit unnatam [slightly raised], ghōra jvaraparītam [associated with severe fever], sthūlaḥ [broad], snigdhapiḍakā [unctuous apprearance of eruptions], savēdanaḥ [associated with pain], sammōhaḥ [unconsciousness/confusion], aratiḥ [distress/dicontent/restlessness], santāpaḥ [burning sensation]"
ED-6.7.5,asthigatamasūrikā,-,"the disorder is characterized by kṣudra-piḍakā [small sized eruptions], gātrasamaḥ [colour of eruptions similar to skin], rūkṣaḥ [dry eruptions], cipiḍā [flat eruptions], kiñcidunnataḥ [slightly raised eruptions], bhr̥śasaṁmōhaḥ [marked confusion], vēdanā [pain], arati-saṁyutaḥ [severe distress/dicontent/restlessness], marmacchēdaḥ [affects /damage of marmasthāna (vital parts)], āśu-prāṇa-haraḥ [causes sudden death], bhramarēṇa iva viddhāni asthīni [pain in bones as if bitten by bee]"
ED-6.7.6,majjāgatamasūrikā,-,"the disorder is characterized by kṣudra-piḍakā [small sized eruptions], gātrasamaḥ [colour of eruptions similar to skin], rūkṣaḥ [dry eruptions], cipiḍā [flat eruptions], kiñcidunnataḥ [slightly raised eruptions], bhr̥śasaṁmōhaḥ [marked confusion], vēdanā [pain], arati-saṁyutaḥ [severe distress/dicontent/restlessness], marmacchēdaḥ [affects /damage of marmasthāna (vital parts)], āśu-prāṇa-haraḥ [causes sudden death], bhramarēṇa iva viddhāni asthīni [pain in bones as if bitten by bee]"
ED-6.7.7,śukragatamasūrikā,-,"the disorder is characterized by pakkabhāḥ(piḍakā) [suppurated appearance of eruptions], snigdha-piḍakā [unctuous apprearance of eruptions], sūkṣma-piḍakā [minute eruptions], atyarthavēdanā [extremely painful], staimityam [a sensation of being covered with wet clothes], aratiḥ [distress/dicontent/restlessness], saṁmōhaḥ [unconsciousness/confusion], dāhaḥ [burning sensation], unmādasamanvitaḥ [associated with insanity], dr̥śyatē na tu jīvitam [causes death]"
ED-6.8,laghu-masūrikā,-,-
ED-6.9,asādhya-masūrikā,-,"the disorder is characterized by pravālasadr̥śaḥ [having appearance similar to coral], jambūphalōpamaḥ [having appearance similar to jambūphalaḥ], lōhajālasamaḥ [having appearance similar to lōhajāla], atasīphalasannibhaḥ [having appearance similar to atasīphala], bahuvidhavarṇaḥ [having numerous colours], kāsaḥ [cough], hikkā [hiccup], pramōhaḥ [fainting/severe confusion], tīvrasudāruṇajvaraḥ [severe and fatal fever], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aratiḥ [distress/dicontent/restlessness], mūrcchā [syncope/attacks of swooning], tr̥ṣṇā [thirst], dāhaḥ [burning sensation], atighūrṇatā [abnormal appearance of eyes], mukhēna raktasrāvaḥ [bleeding from the mouth], nāsikābhyāṁ raktasrāvaḥ [bleeding through nose], cakṣuṣā raktasrāvaḥ [bleeding from eyes], kaṇṭhē ghurghurakaḥ [making ghur-ghur sound], śvasityatyarthavēdanam [painful breathing]"
ED-7,(a) raktapittam,-,"It is characterised by bleeding from body orifices or beneath the skin. This may be explained by: (a) Aggravated pitta which brings about excitement of the blood, propelling it through the body orifices."
ED-7.1,raktapitta-pūrvarūpam,-,"the disorder is characterized by anannābhilāṣaḥ [disinclination for food], bhuktasya vidāhaḥ [heartburn after having food], śuktagandharasōdgāraḥ [fermented smell and taste in belch], amlagandharasōdgāraḥ [sour smell and taste in belch], abhīkṣṇaṁ cchardiḥ [frequent vomiting], charditasya baibhastyam [abhorrence towards vomitus], svarabhēdaḥ [hoarseness of voice], gātrāṇāṁ sadanam [weakness of body], paridāhaḥ [severe burning sensation], mukhāt dhūṁmāgamanamiva [feels as if fumes are coming from the mouth], lōhagandhāsyatvam [metallic smell in the mouth], lōhitagandhāsyatvam [smell of blood in the mouth], matsyagandhāsyatvam [fishy smell in the mouth], āmagandhāsyatvam [rancid smell in the mouth], rakta/harita/hāridra aṅgāvayavaḥ/varṇatā nayanādiṣu [reddish/greenish or yellowish discoloration of body parts/eyes etc.], rakta/harita/hāridra śakr̥t [reddish/greenish or yellowish discoloration of fecal matter], rakta/harita/hāridra mūtram [reddish/greenish or yellowish discoloration of urine], rakta/harita/hāridra svēdaḥ [reddish/greenish or yellowish discoloration of sweat], rakta/harita/hāridra lālā [reddish/greenish or yellowish discoloration of saliva], rakta/harita/hāridra siṅghāṇakaḥ [reddish/greenish or yellowish discoloration of nasal excreta], rakta/harita/hāridra āsyamalaḥ [reddish/greenish or yellowish discoloration of oral excreta], rakta/harita/hāridra karṇamalaḥ [reddish/greenish or yellowish discoloration of cerumen], rakta/harita/hāridra piḍakōlikā [reddish/greenish or yellowish discoloration of excreta of eye.], rakta/harita/hāridra piḍakā [reddish/greenish or yellowish discoloration of eruptions], aṅgavēdanā [body pain], abhīkṣṇaṁ lōhita-nīla-pīta-śyāva arciṣmatāṁ rūpāṇāṁ darśanam/svanē nīla-lōhita-pītavarṇānāṁ darśanam [seeing reddish/bluish/yellowish/blackish and sometimes shining objects in dreams], sadanam [exhaustion], śītakāmitvam/śītēcchā [desire for cold], kaṇṭhadhūmāyanam [fuming sensation in throat], lōhagandhi niḥśvāsaḥ [metallic odour in breath], śirōgurutvam [heavyness of head], aruciḥ [tastelessness], dhūmakaḥ [fuming sensation on belching], amlakaḥ [sour belching/eructation], kāsaḥ [cough], śvāsa [breathlessness/difficult breathing], bhramaḥ [giddiness or dizziness], klamaḥ [exhaustion without exertion], svarakṣayaḥ [diminution of voice/loss of voice], nīlalōhitapītānāṁ varṇānāṁ avivēcanam [inability to differentiate blue, red and yellow colours]"
ED-7.2,ūrdhvaga-raktapittam,-,"the disorder is characterized by karṇāt rakta pracyavanam [bleeding through ear], nāsikāt rakta pracyavanam [bleeding through nose], nētrāt rakta pracyavanam [bleeding through eyes], āsyāt rakta pracyavanam [bleeding through mouth]"
ED-7.3,adhōga-raktapittam,-,"the disorder is characterized by gudāt raktasrāva [bleeding per rectum], mēḍhrāt raktasrāva [bleeding through penis], yōnitaḥ raktasrāvaḥ [bleeding through vagina]"
ED-7.4,ubhayaga-raktapittam,-,-
ED-7.5,vātajaraktapittam,-,"the disorder is characterized by śyāvaraktapravr̥ttiḥ [blacksh blood discharge], aruṇaraktapravr̥ttiḥ [slightly reddish blood discharge], saphēnaraktapravr̥ttiḥ [frothy blood discharge], tanuraktapravr̥ttiḥ [reduced viscocity of bood discharge], rūkṣaraktapravr̥ttiḥ [reduced unctoousness of bood discharge]"
ED-7.6,pittajaraktapittam,-,"the disorder is characterized by kaṣāyābha-raktapravr̥ttiḥ [ochre coloured blood discharge], kr̥ṣṇa-raktapravr̥ttiḥ [black coloured blood discharge], gōmūtrasannibha-raktapravr̥ttiḥ [blood discharge resembling colour of cow's urine], mēcakāgāradhūmābha-raktapravr̥ttiḥ [blood like eyes of peacocks tail or else may be like soot or collyrium], añjanābha-raktapravr̥ttiḥ [blood discharge resembling collyrium]"
ED-7.7,kaphajaraktapittam,-,"the disorder is characterized by sāndra-raktapravr̥ttiḥ [a viscid blood passing], sapāṇḍu-raktapravr̥ttiḥ [pale blood passing], sasnēha-raktapravr̥ttiḥ [oleaginous blood passing], picchila-raktapravr̥ttiḥ [sleepary blood passing], kaphānvita-raktapravr̥ttiḥ [mucoid blood passing]"
ED-7.8,sānnipātika-raktapittam,-,the disorder is characterized by saṁsr̥ṣṭaliṅgam [mixed symptoms of all types of raktapitta]
ED-7.9,asādhyaraktapittam,-,-
ED-7.10,raktapitta-upadravaḥ,-,-
ED-7.11,raktapitta-ariṣṭaḥ,-,-
ED-8,(a) vātaraktam,-,-
ED-8.1,vātarakta-pūrvarūpam,-,"the disorder is characterized by svēdaḥ atyartham [excessive sweating], asvēdaḥ [anhidrosis/lack of sweating], kārṣṇyam [blackish discoloration of body], sparśājñatvam [loss of touch sensation], kṣatēऽtiruk [severe pain on injury/when hit], sandhiśaithilyam [dislocation of joint/lax joints], ālasyam [lethargy], sadanam/sādaḥ [exhaustion], piḍakōdgamaḥ [appearance of eruptions], jānu/jaṅghā/ūru/kaṭi/aṁsa/hasta/pāda/aṅga/sandhi nistōdaḥ [pain in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/jaṅghā/ūru/kaṭi/aṁsa/hasta/pāda/aṅga/sandhi sphuraṇam [tremors in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/jaṅghā/ūru/kaṭi/aṁsa/hasta/pāda/aṅga/sandhi bhēdaḥ [splitting pain in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/jaṅghā/ūru/kaṭi/aṁsa/hasta/pāda/aṅga/sandhi gurutvam [heaviness in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/jaṅghā/ūru/kaṭi/aṁsa/hasta/pāda/aṅga/sandhi suptiḥ [numbness in knee/leg/thigh/shoulder/hands/feet/body parts or joints], kaṇḍūḥ [itching], sandhiṣu ruk [pain in joints], bhūtvā bhūtvā naśyati vā asakr̥t [repeated sudden onset], vaivarṇyam [discolouration], maṇḍalōtpattiḥ [appearance of rounded eruptions], ślathāṅgatā [flaccidity/laxity in body parts]"
ED-8.2,uttāna-vātaraktam,-,"the disorder is characterized by kaṇḍūḥ [itching], dāhaḥ [burning sensation], ruk [pain], āyāmaḥ [feeling of stretching], tōdaḥ [pricking pain], sphuraṇam [pulsating sensation], kuñcanam [contraction], śyāvaraktā tvak [brownish black discoloration of skin], tvagbāhyē tāmrā [coppery discoloration on exterior of skin], lōhita-tvak [reddish discoloration of skin]"
ED-8.3,gambhīra-vātaraktam,-,"the disorder is characterized by śvayathuḥ [swelling], stabdhaḥ [stiffness], kaṭhinaḥ/grathitaḥ [hardness], bhr̥śam artiḥ [sudden onset of pain], śyāvaḥ [bluish black colour], tāmravarṇaḥ [copper colour], dāhaḥ [burning sensation], tōdaḥ [pricking pain], sphuraṇam [pulsating sensation], pākaḥ [inflammation/suppuration], rujā [pain], vidāhaḥ [internal burning sensation], khañjatā [lameness], pāṅgulyam [limping of both leg], vakratā [deformities]"
ED-8.4,ubhayajavātarakta,-,-
ED-8.5,dōṣajavātaraktam,-,-
ED-8.5.1,(a) vātajavātaraktam,-,-
ED-8.5.2,(a) pittaja-vātaraktam,-,"It is characterised by pain, swelling and tenderness of the foot especially great toe. This may be explained by: (a) Derangement of vata and blood associated with pitta."
ED-8.5.3,kaphajavātaraktam,-,"the disorder is characterized by staimityam [a sensation of being covered with wet clothes], gurutā [heaviness], suptiḥ [insensitive to touch], snigdhatvam [unctuousness of body], śītatāḥ [coldness], kaṇḍūḥ [itching], mandaruk [mild pain]"
ED-8.5.4,raktajavātaraktam,-,"the disorder is characterized by śōthē atiruk [severe pain in the swelling], śōthē atitōdaḥ [pricking pain in the swelling], tāmraśōthaḥ [coppery coloured swelling], cimicimāyanam [tingling sensation], snigdha-rukṣaiḥ na śamanam (śōphasya) [it subsides neither with fatty nor with dry medicaments], kaṇḍūḥ [itching], klēdasamanvitaḥ(śōphaḥ) [moist discharge/wetness]"
ED-8.5.5,dvidōṣaja-vātaraktam,-,-
ED-8.5.6,tridōṣajavātaraktam,-,-
ED-8.6,kr̥cchrasādhya-vātaraktam,-,-
ED-8.7,asādhya-vātaraktam,-,"the disorder is characterized by asvapnaḥ [insomnia/sleeplessness], arōcakaḥ [tastelessness], śvāsaḥ [breathlessness/difficult breathing], māṁsakōthaḥ [suppuration of māṁsa], śirōgrahaḥ [stiffness of head], mūrcchā [syncope/attacks of swooning], madaḥ [intoxication], rujā [pain], tr̥̄ṣṇā [thirst], jvaraḥ [fever], mōhaḥ [semiconsciousness or stupefaction], vēpanam [shivering/tremors], hikkā [hiccup], pāṅgulyam [limping of both legs in paraplegia], visarpaḥ [spreading cellulitis/erysipelas], pākaḥ [inflammation/suppuration], tōdaḥ [pricking pain], bhramaḥ [giddiness or dizziness], klamaḥ [exhaustion without exertion], aṅgulīvakratā [deformity of fingers], sphōṭaḥ [blister], dāhaḥ [burning sensation], marmagrahaḥ [afflicted with marma site], arbudaḥ [tumor], mōhaḥ [confusion/delirium], saṁprasrāvī [oozing of discharges], vivarṇam [discolouration], stabdham [stiffness], arbudakr̥t [leading to tumour]"
ED-8.8,vātarakta-upadravaḥ,-,-
ED-8.9,vātarakta-ariṣṭaḥ,-,-
ED-9,vidradhiḥ,-,"the disorder is characterized by gambhīrasthaḥ/mahāmūlaḥ sudāruṇaḥ granthiḥ [deep seated fatal swelling], hr̥dyē tīvravēdanā [severe pain in cardiac region], klōmni tīvravēdanā [severe pain in klōma], yakr̥ti tīvravēdanā [severe pain in liver region], plīhni tīvravēdanā [severe pain in splenic region], kukṣau tīvravēdanā [severe pain in flanks], vr̥kkayōḥ tīvravēdanā [severe pain in renal region], nābhyāṁ tīvravēdanā [severe pain in navel region], vaṅkṣaṇē tīvravēdanā [severe pain in groins], bastau tīvravēdanā [severe pain in basti/urinary bladder region], śīghravidāhaḥ [sudden onset of suppuration], śōpham [odema], vr̥ttaśōpham [rounded swelling], āyataśōpham [lengthened swelling]"
ED-9.1,vātajavidradhiḥ,-,"the disorder is characterized by kr̥ṣṇa-varṇaḥ (śōphaḥ) [black swelling], aruṇa-varṇaśōphaḥ [slightly red coloured swelling], paruṣaśōphaḥ [rough oedema], bhr̥śamatyarthavēdanaḥ [excessively severe pain], citrōtthānaprapākaḥ/cirōtthānapākaḥ [varied types of onset and suppuration], tanusrāvaḥ [thin watery discharge], rūkṣasrāvaḥ [less unctuous discharge], aruṇasrāvaḥ [slightly reddish coloured discharge], śyāvavarṇasrāvaḥ [blackish coloured discharge], phēnilasrāvaḥ [frothy discharge], vyadhaḥ [penetrating type of pain], chēdaḥ [cutting type of pain], bhramaḥ [giddiness or dizziness], ānāhaḥ [barborygmus with distention], śabdaḥ/śabdavān [sound from swelling], sphuraṇam/spandaḥ [pulsating sensation], sarpaṇam [spreading nature of swelling], śyāvavarṇaśōphaḥ [blackish discoloration of swelling], viṣamasaṁsthitiḥ [irregular appearance]"
ED-9.2,pittajavidradhiḥ,-,"the disorder is characterized by pakvōdumbarasaṅkāśaśōphaḥ [swelling resemble ripe udumbara/fig fruit], śyāvavarṇaśōphaḥ/asitaśōphaḥ [blackish colour of swelling], jvaraḥ [fever], dāhayutaḥ (dāhavān) [produces burning sensation], kṣiprōtthānaprapākaḥ [has a quick onset and suppuration], pītasrāvaḥ [yellowish discharge], tilasannibhasrāvaḥ [discharge resembling tila (sesame seeds)], māṣasannibhasrāvaḥ [discharge resembling māṣa (black gram)], kulatthōdakasannibhasrāvaḥ [discharge resembling kulatthōdakaḥ], tr̥ṣṇā [thirst], mōhaḥ [confusion/delirium], madaḥ [intoxication], raktaśōphaḥ [reddish swelling], tāmraśōphaḥ [coppery coloured swelling]"
ED-9.3,kaphajavidradhiḥ,-,"the disorder is characterized by śarāvasadr̥śaḥ [like an earthen saucer], pāṇḍuḥ [pallor], śītaḥ/śītakaḥ [cold], stabdhaḥ [stiffness], alpavēdanaḥ [mild pain], cirōtthānaprapākaḥ [develops slowly and suppurates after a long time], sitāsrāvaḥ.śvētasrāvaḥ [whitish discharge], picchilasrāvaḥ [slimy discharge], bahalasrāvaḥ [profuse discharge], bahusrāvaḥ [excessive/copious discharge], kaṇḍū/kaṇḍūyutaḥ [itching], jr̥mbhā [yawning], utklēśaḥ [nausea/provocation of dōṣa], aruciḥ [tastelessness], gauravaḥ [heaviness]"
ED-9.4,sānnipātajavidradhiḥ,-,"the disorder is characterized by nānāvarṇam [variegated colouration], nānārujā [vartious type of pain], nānāsrāvaḥ [associated with varied discharges], ghāṭālō [markedly raised, uneven and extensive], viṣamō [irregular nature], mahān [broad/extensive], viṣama-pākaḥ [suppurates irregularly], saṁkīrṇaḥ [mixed features]"
ED-9.5,raktajavidradhiḥ,-,"the disorder is characterized by kr̥ṣṇasphōṭavr̥taḥ [covered by black blisters], śyāvavarṇam [blackish discolouration], tīvradāhaḥ [severe burning sensation], rujākaraḥ [painful], jvaraḥ [fever], pittavidradhiliṅgam [features of paittika abscess], pakvōdumbarasaṅkāśaśōphaḥ [swelling resemble ripe udumbara/fig fruit], śyāvavarṇaśōphaḥ/asitaśōphaḥ [blackish colour of swelling], jvaraḥ [fever], dāhayutaḥ (dāhavān) [produces burning sensation], kṣiprōtthānaprapākaḥ [has a quick onset and suppuration], pītasrāvaḥ [yellowish discharge], tilasannibhasrāvaḥ [discharge resembling tila (sesame seeds)], māṣasannibhasrāvaḥ [discharge resembling māṣa (black gram)], kulatthōdakasannibhasrāvaḥ [discharge resembling kulatthōdakaḥ], tr̥ṣṇā [thirst], mōhaḥ [confusion/delirium], madaḥ [intoxication], raktaśōphaḥ [reddish swelling], tāmraśōphaḥ [coppery coloured swelling]"
