Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Short_definition,Long_definition,query,normalized_term
1497,1497,O-61,نبض ردي الوزن,Nabḍ Radī al-Wazn,pulse having abnormal rhythm,pulse having rhythm which is not in  accordance with the age of person,nabḍ radī al-wazn nabḍ radī al-wazn nabḍ radī al-wazn nabḍ radī al-wazn نبض ردي الوزن نبض ردي الوزن نبض ردي الوزن نبض ردي الوزن pulse having abnormal rhythm pulse having abnormal rhythm pulse having abnormal rhythm pulse having rhythm which is not in accordance with the age of person,nabḍ radī al-wazn
1498,1498,O-62,نبض متغير الوزن,"Nabḍ Mutaghayyir
al-Wazn",rhythm of the pulse similar to that of person of adjacent age group,"pulse, which acquires the rhythm of the pulse of person belonging to adjacent age group, e.g., rhythm of a child’s pulse becomes that of the pulse of a young man","nabḍ mutaghayyir al-wazn nabḍ mutaghayyir al-wazn nabḍ mutaghayyir al-wazn nabḍ mutaghayyir al-wazn نبض متغير الوزن نبض متغير الوزن نبض متغير الوزن نبض متغير الوزن rhythm of the pulse similar to that of person of adjacent age group rhythm of the pulse similar to that of person of adjacent age group rhythm of the pulse similar to that of person of adjacent age group pulse, which acquires the rhythm of the pulse of person belonging to adjacent age group, e.g., rhythm of a child’s pulse becomes that of the pulse of a young man",nabḍ mutaghayyir al-wazn
1499,1499,O-63,نبض مباین الوزن,Nabḍ Mubāyan al-Wazn,rhythm of the pulse similar to that of person not belonging to adjacent age group,"pulse, which acquires the rhythm of the pulse of person not belonging to adjacent age group, e.g., rhythm of a child’s pulse corresponds to that of an old man’s pulse","nabḍ mubāyan al-wazn nabḍ mubāyan al-wazn nabḍ mubāyan al-wazn nabḍ mubāyan al-wazn نبض مباین الوزن نبض مباین الوزن نبض مباین الوزن نبض مباین الوزن rhythm of the pulse similar to that of person not belonging to adjacent age group rhythm of the pulse similar to that of person not belonging to adjacent age group rhythm of the pulse similar to that of person not belonging to adjacent age group pulse, which acquires the rhythm of the pulse of person not belonging to adjacent age group, e.g., rhythm of a child’s pulse corresponds to that of an old man’s pulse",nabḍ mubāyan al-wazn
1500,1500,O-64,نبض خارج الوزن,Nabḍ Khārij al-Wazn,arrhythmic pulse,pulse whose rhythm does not match any age,nabḍ khārij al-wazn nabḍ khārij al-wazn nabḍ khārij al-wazn nabḍ khārij al-wazn نبض خارج الوزن نبض خارج الوزن نبض خارج الوزن نبض خارج الوزن arrhythmic pulse arrhythmic pulse arrhythmic pulse pulse whose rhythm does not match any age,nabḍ khārij al-wazn
1501,1501,O-65,نبض مركب,Nabḍ Murakkab,compound pulse,"pulse, irregular in two or more features","nabḍ murakkab nabḍ murakkab nabḍ murakkab nabḍ murakkab نبض مركب نبض مركب نبض مركب نبض مركب compound pulse compound pulse compound pulse pulse, irregular in two or more features",nabḍ murakkab
1502,1502,O-66,نبض مسلى,Nabḍ Misallī,spindle-shaped pulse,"compound pulse, which starts from smallness, increases up to a certain limit, starts declining and comes back to the original position","nabḍ misallī nabḍ misallī nabḍ misallī nabḍ misallī نبض مسلى نبض مسلى نبض مسلى نبض مسلى spindle-shaped pulse spindle-shaped pulse spindle-shaped pulse compound pulse, which starts from smallness, increases up to a certain limit, starts declining and comes back to the original position",nabḍ misallī
1503,1503,O-67,نبض ذو الفترة,Nabḍ Dhu’l Fatra,intermittent pulse,"compound pulse, in which pause occurs where the movement is expected","nabḍ dhu’l fatra nabḍ dhu’l fatra nabḍ dhu’l fatra nabḍ dhu’l fatra نبض ذو الفترة نبض ذو الفترة نبض ذو الفترة نبض ذو الفترة intermittent pulse intermittent pulse intermittent pulse compound pulse, in which pause occurs where the movement is expected",nabḍ dhu’l fatra
1504,1504,O-68,نبض واقع في الوسط,Nabḍ Wāqi‘ fi’l Wasaṭ,ectopic/ supernumerary pulse,"compound pulse, in which an extra beat appears during the period of rest after the first beat has ended","nabḍ wāqi‘ fi’l wasaṭ nabḍ wāqi‘ fi’l wasaṭ nabḍ wāqi‘ fi’l wasaṭ nabḍ wāqi‘ fi’l wasaṭ نبض واقع في الوسط نبض واقع في الوسط نبض واقع في الوسط نبض واقع في الوسط ectopic/ supernumerary pulse ectopic/ supernumerary pulse ectopic/ supernumerary pulse compound pulse, in which an extra beat appears during the period of rest after the first beat has ended",nabḍ wāqi‘ fi’l wasaṭ
1505,1505,O-69,نبض ذو القرعتين,Nabḍ Dhu’l Qar‘atayn,dicrotic pulse,"compound pulse, which is considered to be single beat by some physicians and coupled beat by others","nabḍ dhu’l qar‘atayn nabḍ dhu’l qar‘atayn nabḍ dhu’l qar‘atayn nabḍ dhu’l qar‘atayn نبض ذو القرعتين نبض ذو القرعتين نبض ذو القرعتين نبض ذو القرعتين dicrotic pulse dicrotic pulse dicrotic pulse compound pulse, which is considered to be single beat by some physicians and coupled beat by others",nabḍ dhu’l qar‘atayn
1506,1506,O-70,نبض ذنب الفار,"Nabḍ Dhanab
al-Fār",mouse tail pulse,compound pulse which gradually increases or decreases in one or more features of the beats,nabḍ dhanab al-fār nabḍ dhanab al-fār nabḍ dhanab al-fār nabḍ dhanab al-fār نبض ذنب الفار نبض ذنب الفار نبض ذنب الفار نبض ذنب الفار mouse tail pulse mouse tail pulse mouse tail pulse compound pulse which gradually increases or decreases in one or more features of the beats,nabḍ dhanab al-fār
1507,1507,O-71,نبض ذنب الفار منقضي,Nabḍ Dhanab al-Fār Munqaḍī,elapsed mouse tail pulse,"mouse tail pulse, which is irregular in the expansion of the beat and starts as large pulse but does not end on a definite limit of smallness","nabḍ dhanab al-fār munqaḍī nabḍ dhanab al-fār munqaḍī nabḍ dhanab al-fār munqaḍī nabḍ dhanab al-fār munqaḍī نبض ذنب الفار منقضي نبض ذنب الفار منقضي نبض ذنب الفار منقضي نبض ذنب الفار منقضي elapsed mouse tail pulse elapsed mouse tail pulse elapsed mouse tail pulse mouse tail pulse, which is irregular in the expansion of the beat and starts as large pulse but does not end on a definite limit of smallness",nabḍ dhanab al-fār munqaḍī
1508,1508,O-72,نبض ذنب الفار ثابت,Nabḍ Dhanab al-Fār Thābit,continuous mouse tail pulse,"mouse tail pulse, which starts as large pulse and ends as small pulse","nabḍ dhanab al-fār thābit nabḍ dhanab al-fār thābit nabḍ dhanab al-fār thābit nabḍ dhanab al-fār thābit نبض ذنب الفار ثابت نبض ذنب الفار ثابت نبض ذنب الفار ثابت نبض ذنب الفار ثابت continuous mouse tail pulse continuous mouse tail pulse continuous mouse tail pulse mouse tail pulse, which starts as large pulse and ends as small pulse",nabḍ dhanab al-fār thābit
1509,1509,O-73,نبض ذنب الفار عائد,Nabḍ Dhanab  al-Fār ‘Ā’id,recurrent mouse tail pulse,"mouse tail pulse, which starts as large pulse and ends as small pulse thereafter rebounds to the state of large pulse","nabḍ dhanab al-fār ‘ā’id nabḍ dhanab al-fār ‘ā’id nabḍ dhanab al-fār ‘ā’id nabḍ dhanab al-fār ‘ā’id نبض ذنب الفار عائد نبض ذنب الفار عائد نبض ذنب الفار عائد نبض ذنب الفار عائد recurrent mouse tail pulse recurrent mouse tail pulse recurrent mouse tail pulse mouse tail pulse, which starts as large pulse and ends as small pulse thereafter rebounds to the state of large pulse",nabḍ dhanab al-fār ‘ā’id
1510,1510,O-74,نبض غزالى,Nabḍ Ghazālī,deer-leap like pulse,compound pulse which has its beats sluggish in initial phase but later on it suddenly becomes quick,nabḍ ghazālī nabḍ ghazālī nabḍ ghazālī nabḍ ghazālī نبض غزالى نبض غزالى نبض غزالى نبض غزالى deer-leap like pulse deer-leap like pulse deer-leap like pulse compound pulse which has its beats sluggish in initial phase but later on it suddenly becomes quick,nabḍ ghazālī
1511,1511,O-75,نبض موجي,Nabḍ Mawjī,wavy pulse,slow rising pulse,nabḍ mawjī nabḍ mawjī nabḍ mawjī nabḍ mawjī نبض موجي نبض موجي نبض موجي نبض موجي wavy pulse wavy pulse wavy pulse slow rising pulse,nabḍ mawjī
1512,1512,O-76,نبض دودي,Nabḍ Dūdī,vermicular pulse,compound pulse similar to wavy pulse but is small and rapid,nabḍ dūdī nabḍ dūdī nabḍ dūdī nabḍ dūdī نبض دودي نبض دودي نبض دودي نبض دودي vermicular pulse vermicular pulse vermicular pulse compound pulse similar to wavy pulse but is small and rapid,nabḍ dūdī
1513,1513,O-77,نبض نملى,Nabḍ Namlī,ant-like pulse,compound pulse smaller and more rapid than the vermicular pulse. In this kind of pulse height and length are more affected than the width in comparison of vermicular pulse,nabḍ namlī nabḍ namlī nabḍ namlī nabḍ namlī نبض نملى نبض نملى نبض نملى نبض نملى ant-like pulse ant-like pulse ant-like pulse compound pulse smaller and more rapid than the vermicular pulse. in this kind of pulse height and length are more affected than the width in comparison of vermicular pulse,nabḍ namlī
1514,1514,O-78,نبض منشارى,Nabḍ Minshārī,serrate pulse,compound pulse resembling wavy pulse but firm and hard in nature,nabḍ minshārī nabḍ minshārī nabḍ minshārī nabḍ minshārī نبض منشارى نبض منشارى نبض منشارى نبض منشارى serrate pulse serrate pulse serrate pulse compound pulse resembling wavy pulse but firm and hard in nature,nabḍ minshārī
1515,1515,O-79,نبض متشنج,Nabḍ Mutashannij,spasmodic pulse,"compound pulse, in which there are repeated jerky movements similar to spasm","nabḍ mutashannij nabḍ mutashannij nabḍ mutashannij nabḍ mutashannij نبض متشنج نبض متشنج نبض متشنج نبض متشنج spasmodic pulse spasmodic pulse spasmodic pulse compound pulse, in which there are repeated jerky movements similar to spasm",nabḍ mutashannij
1516,1516,O-80,نبض مرتعش,Nabḍ Murta‘ish,tremulous pulse,"compound pulse, which is feeble and trembling","nabḍ murta‘ish nabḍ murta‘ish nabḍ murta‘ish nabḍ murta‘ish نبض مرتعش نبض مرتعش نبض مرتعش نبض مرتعش tremulous pulse tremulous pulse tremulous pulse compound pulse, which is feeble and trembling",nabḍ murta‘ish
1517,1517,O-81,نبض ملتوى,Nabḍ Multawī,twisting pulse,compound pulse which seems similar to thread being twisted,nabḍ multawī nabḍ multawī nabḍ multawī nabḍ multawī نبض ملتوى نبض ملتوى نبض ملتوى نبض ملتوى twisting pulse twisting pulse twisting pulse compound pulse which seems similar to thread being twisted,nabḍ multawī
1518,1518,O-82,نبض متوتر,Nabḍ Mutawattir,cord-like pulse,compound pulse which is a variety of  twisting pulse but resembles the tremulous pulse,nabḍ mutawattir nabḍ mutawattir nabḍ mutawattir nabḍ mutawattir نبض متوتر نبض متوتر نبض متوتر نبض متوتر cord-like pulse cord-like pulse cord-like pulse compound pulse which is a variety of twisting pulse but resembles the tremulous pulse,nabḍ mutawattir
1519,1519,O-83,بول اشقر,Bawl Ashqar,reddish-yellow coloured urine,"urine, which indicates some degree of heat in comparison of normal urine","bawl ashqar bawl ashqar bawl ashqar bawl ashqar بول اشقر بول اشقر بول اشقر بول اشقر reddish-yellow coloured urine reddish-yellow coloured urine reddish-yellow coloured urine urine, which indicates some degree of heat in comparison of normal urine",bawl ashqar
1520,1520,O-84,بول اصفر نارنجي,Bawl Aṣfar Nāranjī,orange-yellow coloured urine,colour of urine that resembles with the peel of orange but the red colour is more prominent as compared to reddish-yellow urine and indicates higher degree of heat,bawl aṣfar nāranjī bawl aṣfar nāranjī bawl aṣfar nāranjī bawl aṣfar nāranjī بول اصفر نارنجي بول اصفر نارنجي بول اصفر نارنجي بول اصفر نارنجي orange-yellow coloured urine orange-yellow coloured urine orange-yellow coloured urine colour of urine that resembles with the peel of orange but the red colour is more prominent as compared to reddish-yellow urine and indicates higher degree of heat,bawl aṣfar nāranjī
