Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name English,Name English Under Index,Primary Index Related,query,normalized_term
1353,1398,SM93 (EL-5),somarogaH/SvetapradaraH,(a) śvetapradaraḥ,सोमरोगः/श्वेतप्रदरः,-,"It is characterised by excessive whitish vaginal discharge which may be associated with foul smell, lower abdominal pain, weakness. This may be explained by: (a) Vitiated kapha affecting the vaginal region.",-,Leucorrhoea disorder (TM2),-,Primary,"(a) śvetapradaraḥ (a) śvetapradaraḥ (a) śvetapradaraḥ (a) śvetapradaraḥ somarogah/svetapradarah somarogah/svetapradarah somarogah/svetapradarah leucorrhoea disorder (tm2) leucorrhoea disorder (tm2) primary primary it is characterised by excessive whitish vaginal discharge which may be associated with foul smell, lower abdominal pain, weakness. this may be explained by: (a) vitiated kapha affecting the vaginal region. सोमरोगः/श्वेतप्रदरः",(a) śvetapradaraḥ
1354,1399,EL-6,garBiNIrogaH,garbhiṇīrōgaḥ,गर्भिणीरोगः,-,-,-,obstetric diseases and conditions,-,-,garbhiṇīrōgaḥ garbhiṇīrōgaḥ garbhiṇīrōgaḥ garbhiṇīrōgaḥ garbinirogah garbinirogah garbinirogah obstetric diseases and conditions obstetric diseases and conditions गर्भिणीरोगः,garbhiṇīrōgaḥ
1355,1400,EL-6.1,kikkisa-garBiNIrogaH,kikkisa-garbhiṇīrōgaḥ,किक्किस-गर्भिणीरोगः,-,"the disorder is characterized by vidāhaḥ [burning sensation], kaṇḍūḥ [itching]",-,striae gravidarum,-,-,"kikkisa-garbhiṇīrōgaḥ kikkisa-garbhiṇīrōgaḥ kikkisa-garbhiṇīrōgaḥ kikkisa-garbhiṇīrōgaḥ kikkisa-garbinirogah kikkisa-garbinirogah kikkisa-garbinirogah striae gravidarum striae gravidarum the disorder is characterized by vidāhaḥ [burning sensation], kaṇḍūḥ [itching] किक्किस-गर्भिणीरोगः",kikkisa-garbhiṇīrōgaḥ
1356,1401,EL-7,garBa-vyApat,garbha-vyāpat,गर्भ-व्यापत्,-,-,-,types of foetal loss/death,-,-,garbha-vyāpat garbha-vyāpat garbha-vyāpat garbha-vyāpat garba-vyapat garba-vyapat garba-vyapat types of foetal loss/death types of foetal loss/death गर्भ-व्यापत्,garbha-vyāpat
1357,1402,EL-7.1,garBasrAvaH,garbhasrāvaḥ,गर्भस्रावः,-,"the disorder is characterized by ācaturthāttatō māsāt prasravēd garbhavicyutiḥ [foetal expulsion till the fourth month], []",-,miscarriage-before four ninth month,-,-,"garbhasrāvaḥ garbhasrāvaḥ garbhasrāvaḥ garbhasrāvaḥ garbasravah garbasravah garbasravah miscarriage-before four ninth month miscarriage-before four ninth month the disorder is characterized by ācaturthāttatō māsāt prasravēd garbhavicyutiḥ [foetal expulsion till the fourth month], [] गर्भस्रावः",garbhasrāvaḥ
1358,1403,EL-7.2,garBapAtaH,garbhapātaḥ,गर्भपातः,-,"the disorder is characterized by sthiraśarīrasya pātaḥ pañcamōḥ [foetal expulsion in fifth month of pregnancy], sthiraśarīrasya pātaḥ ṣaṣṭhayōḥ [foetal expulsion in sixth month of pregnancy]",-,miscarriage-after fourth month,-,-,"garbhapātaḥ garbhapātaḥ garbhapātaḥ garbhapātaḥ garbapatah garbapatah garbapatah miscarriage-after fourth month miscarriage-after fourth month the disorder is characterized by sthiraśarīrasya pātaḥ pañcamōḥ [foetal expulsion in fifth month of pregnancy], sthiraśarīrasya pātaḥ ṣaṣṭhayōḥ [foetal expulsion in sixth month of pregnancy] गर्भपातः",garbhapātaḥ
1359,1404,EL-7.3,upaviShTakaH,upaviṣṭakaḥ,उपविष्टकः,-,"the disorder is characterized by garbhō vr̥ddhiṁ na prāpnōti niḥsrutatvāt sa kālamavatiṣṭhatēऽtimātraṁ/vr̥ddhimaprāprāpnuvan garbhaḥ kōṣṭhē tiṣṭhati [absence of foetal growth but retained in womb], garbhaḥ sasphuraḥ/garbhaḥ sphurati [foeatus resides in womb and produses thrombings], varddhatē tēna nōdaram/ kukṣi na vivardhatē [no enlargement of the abdomen], dr̥śyatē satataṁ garbhaḥ prāptātparimāṇādaparihīyamāna [], kadācit alpa ārtava parisrāva [occasional per vaginal little bleeding]",-,prolonged gestation,-,-,"upaviṣṭakaḥ upaviṣṭakaḥ upaviṣṭakaḥ upaviṣṭakaḥ upavishtakah upavishtakah upavishtakah prolonged gestation prolonged gestation the disorder is characterized by garbhō vr̥ddhiṁ na prāpnōti niḥsrutatvāt sa kālamavatiṣṭhatēऽtimātraṁ/vr̥ddhimaprāprāpnuvan garbhaḥ kōṣṭhē tiṣṭhati [absence of foetal growth but retained in womb], garbhaḥ sasphuraḥ/garbhaḥ sphurati [foeatus resides in womb and produses thrombings], varddhatē tēna nōdaram/ kukṣi na vivardhatē [no enlargement of the abdomen], dr̥śyatē satataṁ garbhaḥ prāptātparimāṇādaparihīyamāna [], kadācit alpa ārtava parisrāva [occasional per vaginal little bleeding] उपविष्टकः",upaviṣṭakaḥ
1360,1408,EL-7.4,nAgodaraH/upaSuShka,nāgōdaraḥ/upaśuṣka,नागोदरः/उपशुष्क,-,"the disorder is characterized by garbhō vr̥ddhiṁ na prāpnōti [the foetus does not grow], pariśuṣkatvāt [wasting of/emaciation], sa garbhaḥ kālamavatiṣṭhatēऽtimātram [such a foetus remains in the womb of the mother for a long period], aspandana [there is no quickening of the foetus], udara ādhmāna [abdominal distention], kadācit pralīyamāna [occasionally remains dormant], kr̥śa garbhaḥ [emaciated/thin /malnourished foetus], śuṣya garbhaḥ [dry fetus], nātyalpaṁ pratimāsārtavaṁ parisravaṇaṁ [discharge per month not too less], nātyalpaṁ pratyahamārtavaṁ parisravaṇaṁ [discharge every day not too less], parihīyamāṇō garbhaḥ cirāt spandatē [delayed pulsation in fetus], parihīyamāṇō garbhaḥ kiṁcit spandatē [occasional pulsations in fetus], kukṣiḥ vr̥ddhiḥ parihīyatē [decrease in abdominal girth]",-,elephantine gestation,-,-,"nāgōdaraḥ/upaśuṣka nāgōdaraḥ/upaśuṣka nāgōdaraḥ/upaśuṣka nāgōdaraḥ/upaśuṣka nagodarah/upasushka nagodarah/upasushka nagodarah/upasushka elephantine gestation elephantine gestation the disorder is characterized by garbhō vr̥ddhiṁ na prāpnōti [the foetus does not grow], pariśuṣkatvāt [wasting of/emaciation], sa garbhaḥ kālamavatiṣṭhatēऽtimātram [such a foetus remains in the womb of the mother for a long period], aspandana [there is no quickening of the foetus], udara ādhmāna [abdominal distention], kadācit pralīyamāna [occasionally remains dormant], kr̥śa garbhaḥ [emaciated/thin /malnourished foetus], śuṣya garbhaḥ [dry fetus], nātyalpaṁ pratimāsārtavaṁ parisravaṇaṁ [discharge per month not too less], nātyalpaṁ pratyahamārtavaṁ parisravaṇaṁ [discharge every day not too less], parihīyamāṇō garbhaḥ cirāt spandatē [delayed pulsation in fetus], parihīyamāṇō garbhaḥ kiṁcit spandatē [occasional pulsations in fetus], kukṣiḥ vr̥ddhiḥ parihīyatē [decrease in abdominal girth] नागोदरः/उपशुष्क",nāgōdaraḥ/upaśuṣka
1361,1409,EL-7.5,lInagarBaH,līnagarbhaḥ,लीनगर्भः,-,"the disorder is characterized by srōtasāṁ līyatē garbhaḥ [foetus remains inactive in uterus], atikālamavatiṣṭhamānō vyāpadyatē [complication due to postmaturity in foetus], prasuptaḥ [sluggish activity], spandana rahitaḥ/ nisphuraḥ [foetus emaciating , disappearing ,dissolving not having throbbings]",-,absence of quickening or death of mature or post mature fetus,-,-,"līnagarbhaḥ līnagarbhaḥ līnagarbhaḥ līnagarbhaḥ linagarbah linagarbah linagarbah absence of quickening or death of mature or post mature fetus absence of quickening or death of mature or post mature fetus the disorder is characterized by srōtasāṁ līyatē garbhaḥ [foetus remains inactive in uterus], atikālamavatiṣṭhamānō vyāpadyatē [complication due to postmaturity in foetus], prasuptaḥ [sluggish activity], spandana rahitaḥ/ nisphuraḥ [foetus emaciating , disappearing ,dissolving not having throbbings] लीनगर्भः",līnagarbhaḥ
1362,1410,EL-7.6,mRutagarBaH,mr̥tagarbhaḥ,मृतगर्भः,-,"the disorder is characterized by stimita udaraḥ [feel as if abdomen wrapped with wet cloth], stabdha udaraḥ [stiff abdomen], ātata udaraḥ [stretched], śīta udaraḥ [cold on touch], aśmāntargatamiva garbhaḥ [fetus as stony hard], spandana rahita garbhaḥ/ garbhāspandanam [absence of foetal movements], adhika śūla [severe pain], āvi na prādurbhāvaḥ [no labour pain], yōni na prasravatiḥ [no discharge from yōni], srastaḥ akṣiṇi/ srastaḥ nētraḥ [sluggish eyes], tāmyati [distressed], vyathatē [distress], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], aratibahula/ arati [distress/dicontent/restlessness], na vēgapradurbhāvaḥ yathāvaduplabhyatē [improper manifestation of natural urges], āvi-praṇāśaḥ/ āvi asamudbhavaḥ [stoppage of labour pain], śyāvatā [blackishness or cyanosis], pāṇḍutā [pallor], pūti ucchvāsaḥ [foetid smell in the breath], śūla/ bhr̥śavyathā [colicky pain in the abdomen], dhmāta udaraḥ [inflated abdomen], tr̥ṣṇā [thirst], kr̥cchrāt ucchvasanam [difficulty in breathing], klamaḥ [exhaustion without exertion], aharniśaṁ rōdati [cries all through ady and night], na svapati [sleeplessness], atikaṣṭaṁ jakṣiti [difficulty in eating]",-,intrauterine foetal death,-,-,"mr̥tagarbhaḥ mr̥tagarbhaḥ mr̥tagarbhaḥ mr̥tagarbhaḥ mrutagarbah mrutagarbah mrutagarbah intrauterine foetal death intrauterine foetal death the disorder is characterized by stimita udaraḥ [feel as if abdomen wrapped with wet cloth], stabdha udaraḥ [stiff abdomen], ātata udaraḥ [stretched], śīta udaraḥ [cold on touch], aśmāntargatamiva garbhaḥ [fetus as stony hard], spandana rahita garbhaḥ/ garbhāspandanam [absence of foetal movements], adhika śūla [severe pain], āvi na prādurbhāvaḥ [no labour pain], yōni na prasravatiḥ [no discharge from yōni], srastaḥ akṣiṇi/ srastaḥ nētraḥ [sluggish eyes], tāmyati [distressed], vyathatē [distress], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], aratibahula/ arati [distress/dicontent/restlessness], na vēgapradurbhāvaḥ yathāvaduplabhyatē [improper manifestation of natural urges], āvi-praṇāśaḥ/ āvi asamudbhavaḥ [stoppage of labour pain], śyāvatā [blackishness or cyanosis], pāṇḍutā [pallor], pūti ucchvāsaḥ [foetid smell in the breath], śūla/ bhr̥śavyathā [colicky pain in the abdomen], dhmāta udaraḥ [inflated abdomen], tr̥ṣṇā [thirst], kr̥cchrāt ucchvasanam [difficulty in breathing], klamaḥ [exhaustion without exertion], aharniśaṁ rōdati [cries all through ady and night], na svapati [sleeplessness], atikaṣṭaṁ jakṣiti [difficulty in eating] मृतगर्भः",mr̥tagarbhaḥ
1363,1411,EL-7.7,aparApAtanam,aparāpātanam,अपरापातनम्,-,-,-,placental expulsion/after birth,-,-,aparāpātanam aparāpātanam aparāpātanam aparāpātanam aparapatanam aparapatanam aparapatanam placental expulsion/after birth placental expulsion/after birth अपरापातनम्,aparāpātanam
1364,1412,EL-8,mUDhagarBaH,mūḍhagarbhaḥ,मूढगर्भः,-,"the disorder is characterized by kōṣṭha saṁkṣōbha [irritation in abdomen], pārśvaśūla [pain in sides of chest/flanks], bastiśūla [pain in basti/urinary bladder], śīrṣaśūla [pain in head], udaraśūla/ jaṭhara śūla [pain in abdomen], yōniśūla [pain in yōni (vagina)], ānāha [barborygmus with distention], mūtrasaṅga [obstruction/retention in passage of urine], garbhaṁ cyāvayati taruṇaṁ [abortion of young foetus], śōṇitasrāva [discharge of blood], kadācidvivr̥ddha garbhaḥ [ocassional enlargement of foetus], asamyagāgata [abnormal foetal presentation], apatyapathamanuprāptamanirasyamānaṁ [enters into lower abdomen], viguṇāpānasaṁmōhitaṁ [afflicted with impaired apāna vāyu]",-,abonoral foetal presentation,-,-,"mūḍhagarbhaḥ mūḍhagarbhaḥ mūḍhagarbhaḥ mūḍhagarbhaḥ mudhagarbah mudhagarbah mudhagarbah abonoral foetal presentation abonoral foetal presentation the disorder is characterized by kōṣṭha saṁkṣōbha [irritation in abdomen], pārśvaśūla [pain in sides of chest/flanks], bastiśūla [pain in basti/urinary bladder], śīrṣaśūla [pain in head], udaraśūla/ jaṭhara śūla [pain in abdomen], yōniśūla [pain in yōni (vagina)], ānāha [barborygmus with distention], mūtrasaṅga [obstruction/retention in passage of urine], garbhaṁ cyāvayati taruṇaṁ [abortion of young foetus], śōṇitasrāva [discharge of blood], kadācidvivr̥ddha garbhaḥ [ocassional enlargement of foetus], asamyagāgata [abnormal foetal presentation], apatyapathamanuprāptamanirasyamānaṁ [enters into lower abdomen], viguṇāpānasaṁmōhitaṁ [afflicted with impaired apāna vāyu] मूढगर्भः",mūḍhagarbhaḥ
1365,1413,EL-8.1,kIlakaH,kīlakaḥ,कीलकः,-,"the disorder is characterized by ūrdhvabāhuśiraḥpādō yō / ūrdhvabāhucaraṇē śirasā [foetal malpresentation], yōnimukhaṁ niruṇaddhi kīla iva/ yōnisaṁgī kīlakavat [presented as nail at the mouth of yōni (vagina)]",-,wedge like presentation,-,-,"kīlakaḥ kīlakaḥ kīlakaḥ kīlakaḥ kilakah kilakah kilakah wedge like presentation wedge like presentation the disorder is characterized by ūrdhvabāhuśiraḥpādō yō / ūrdhvabāhucaraṇē śirasā [foetal malpresentation], yōnimukhaṁ niruṇaddhi kīla iva/ yōnisaṁgī kīlakavat [presented as nail at the mouth of yōni (vagina)] कीलकः",kīlakaḥ
1366,1414,EL-8.2,pratikhuraH,pratikhuraḥ,प्रतिखुरः,-,"the disorder is characterized by niḥsr̥tahastapādaśiraḥ [visible palms and feet], kāyasaṁgī [body is obstructed], khura-dr̥śyamān [looks like horse hoof]",-,"mūḍhagarbha (breach presentation) presenting with head, hands and feet all together",-,-,"pratikhuraḥ pratikhuraḥ pratikhuraḥ pratikhuraḥ pratikhurah pratikhurah pratikhurah mūḍhagarbha (breach presentation) presenting with head, hands and feet all together mūḍhagarbha (breach presentation) presenting with head, hands and feet all together the disorder is characterized by niḥsr̥tahastapādaśiraḥ [visible palms and feet], kāyasaṁgī [body is obstructed], khura-dr̥śyamān [looks like horse hoof] प्रतिखुरः",pratikhuraḥ
1367,1415,EL-8.3,bIjakaH,bījakaḥ,बीजकः,-,"the disorder is characterized by nirgacchatyēkaśirōbhujaḥ/ gacchēdbhujadvayaśirāḥ [head and single hand comes out], []",-,mūḍhagarbha (breach presentation) where in fetus presented with head alongwith one hand,-,-,"bījakaḥ bījakaḥ bījakaḥ bījakaḥ bijakah bijakah bijakah mūḍhagarbha (breach presentation) where in fetus presented with head alongwith one hand mūḍhagarbha (breach presentation) where in fetus presented with head alongwith one hand the disorder is characterized by nirgacchatyēkaśirōbhujaḥ/ gacchēdbhujadvayaśirāḥ [head and single hand comes out], [] बीजकः",bījakaḥ
1368,1416,EL-8.4,parighaH,parighaḥ,परिघः,-,"the disorder is characterized by parigha iva yōnimukhamāvr̥tya tiṣṭhati/ parighēṇa tulyaḥ yōnau sthitaḥ [foetus lies transversely and obstruct the passage], []",-,mūḍhagarbha (breach presentation) where in presents like an iron beam or rod used for shutting the,-,-,"parighaḥ parighaḥ parighaḥ parighaḥ parighah parighah parighah mūḍhagarbha (breach presentation) where in presents like an iron beam or rod used for shutting the mūḍhagarbha (breach presentation) where in presents like an iron beam or rod used for shutting the the disorder is characterized by parigha iva yōnimukhamāvr̥tya tiṣṭhati/ parighēṇa tulyaḥ yōnau sthitaḥ [foetus lies transversely and obstruct the passage], [] परिघः",parighaḥ
