code,title,fully specified name,description,inclusions,exclusions,index terms,chapter
SS2D,Suppression of thirst pattern (TM2),,,,,Suppression of thirst pattern (TM2); (a) tṛṣṇāvegarodhaḥ,chapter26
SS2E,Suppression of flatus pattern (TM2),,,,,Suppression of flatus pattern (TM2); (a) adhovātavegāvarodhaḥ,chapter26
SS2F,Pattern of humour accumulated with air (TM2),,,,,Pattern of humour accumulated with air (TM2); (b) Vāyuṭaṉ mukkuṟṟam nilaiyaṟital; Excess of Vaḷi accumulated with air pattern (TM2); (b) vaḷi mikutiyuṭaṉ vāyu kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ; Excess of Aẕal accumulated with air pattern (TM2); (b) aḻal mikutiyuṭaṉ vāyu kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ; Excess of Aiyam accumulated with air pattern (TM2); (b) aiya mikutiyuṭaṉ vāyu kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ,chapter26
SS2G,Pattern of humour accumulated with excess cold (TM2),,,,,Pattern of humour accumulated with excess cold (TM2); (b) Cītattuṭaṉ mukkuṟṟam nilaiyaṟital; Excess of Vaḷi accumulated with excess cold pattern (TM2); (b) vaḷi mikutiyuṭaṉ cītaḷam kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ; Excess of Aẕal accumulated with excess cold pattern (TM2); (b) aḻal mikutiyuṭaṉ cītaḷam kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ; Excess of Aiyam accumulated with excess cold pattern (TM2); (b) aiya mikutiyuṭaṉ cītaḷam kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ,chapter26
SS2H,Pattern of humour accumulated with excess heat (TM2),,,,,Pattern of humour accumulated with excess heat (TM2); (b) Uṣṇattuṭaṉ mukkuṟṟam nilaiyaṟital; Excess of Vaḷi accumulated with excess heat pattern (TM2); (b) vaḷi mikutiyuṭaṉ uṭṭiṇam kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ; Excess of Aẕal accumulated with excess heat pattern (TM2); (b) aḻal mikutiyuṭaṉ uṭṭiṇam kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ; Excess of Aiyam accumulated with excess heat pattern (TM2); (b) aiya mikutiyuṭaṉ uṭṭiṇam kūṭiṉāluṇṭām kuṟikuṇaṅkaḷ,chapter26
SS30,Physical faculties derangement pattern (TM2),,,,,Physical faculties derangement pattern (TM2); (c) Khalal-i-Quwā Ṭabī‘iyya,chapter26
SS31,Nutritive faculty derangement pattern (TM2),,,,,Nutritive faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Ghādhiya,chapter26
SS32,Collecting faculty derangement pattern (TM2),,,,,Collecting faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Muḥaṣṣila,chapter26
SS33,Adhesive faculty derangement pattern (TM2),,,,,Adhesive faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Mulaṣṣiqa,chapter26
SS34,Assimilation faculty derangement pattern (TM2),,,,,Assimilation faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Mushabbiha,chapter26
SS35,Absorptive faculty derangement pattern (TM2),,,,,Absorptive faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Jādhiba,chapter26
SS36,Retentive faculty derangement pattern (TM2),,,,,Retentive faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Māsika,chapter26
SS37,Digestive faculty derangement pattern (TM2),,,,,Digestive faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Hāḍima,chapter26
SS38,Expulsive faculty derangement pattern (TM2),,,,,Expulsive faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Dāfi‘a,chapter26
SS39,Growth faculty derangement pattern (TM2),,,,,Growth faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Nāmiya/Khalal-i-Quwwat Murabbiya,chapter26
SS3A,Reproductive faculties derangement pattern (TM2),,,,,Reproductive faculties derangement pattern (TM2); (c) Khalal-i-Quwā Tanāsuliyya,chapter26
SS3B,Vital faculty derangement pattern (TM2),,,,,Vital faculty derangement pattern (TM2); (c) Khalal-i-Quwwat Ḥaywāniyya,chapter26
SS3C,Psychic faculties derangement pattern (TM2),,,,,Psychic faculties derangement pattern (TM2); (c) Khalal-i-Quwā Nafsāniyya; Weakness of psychic faculty pattern (TM2); (c) za'f-e qowweh-ye nafsAni; (c) Ḍu‘f-i-Quwā’ Nafsānī; Weakness of natural faculty pattern (TM2); (c) za'f-e qowweh-ye tabi'ei; (c) Ḍu‘f-i-Quwā Ṭabī‘ī; Weakness of vital faculty pattern (TM2); (c) za'f-e qowweh-ye hayawAni; (c) Ḍu‘f-i-Quwā Ḥaywānī,chapter26
SS3D,Debility of organs pattern (TM2),,,,,Debility of organs pattern (TM2); (c) Ḍu‘f-i-A‘ḍā',chapter26
SS3E,Innate heat weakness pattern (TM2),,,,,Innate heat weakness pattern (TM2); (c) za'f-e harArat-e gharizi; (c) Ḍu‘f-i-Ḥarārat Gharīzī,chapter26
SS3F,Disruption of innate heat pattern (TM2),,,,,Disruption of innate heat pattern (TM2); (c) Suqūṭ-i-Ḥarārat Gharīzī; (c) soqout-e harArat-e gharizi,chapter26
SS3G,Weakness of psychic spirit pattern (TM2),,,,,Weakness of psychic spirit pattern (TM2); (c) za'f-e rouh-e nafsAni; (c) Ḍu‘f-i-Rūḥ Nafsānī,chapter26
SS3H,Weakness of natural spirit pattern (TM2),,,,,Weakness of natural spirit pattern (TM2); (c) za'f-e rouh-e tabi'ei; (c) Ḍu‘f-i-Rūḥ Ṭabī‘ī,chapter26
SS3J,Weakness of vital spirit pattern (TM2),,,,,Weakness of vital spirit pattern (TM2); (c) za'f-e rouh-e hayawAni; (c) Ḍu‘f-i-Rūḥ Ḥaywānī,chapter26
SS50,Vata constitution pattern (TM2),,,,,Vata constitution pattern (TM2); (a) vātaprakr̥tiḥ,chapter26
SS51,Pitta constitution pattern (TM2),,,,,Pitta constitution pattern (TM2); (a) pittaprakr̥tiḥ,chapter26
SS52,Kapha constitution pattern (TM2),,,,,Kapha constitution pattern (TM2); (a) kaphaprakr̥tiḥ,chapter26
SS53,Vata-Pitta constitution pattern (TM2),,,,,Vata-Pitta constitution pattern (TM2); (a) vātapittaprakr̥tiḥ,chapter26
SS54,Pitta-Kapha constitution pattern (TM2),,,,,Pitta-Kapha constitution pattern (TM2); (a) pittakaphaprakr̥tiḥ,chapter26
SS55,Kapha-Vata constitution pattern (TM2),,,,,Kapha-Vata constitution pattern (TM2); (a) kaphavātaprakr̥tiḥ,chapter26
SS56,Body constitution with a predominance of all three dosha pattern (TM2),,,,,"Body constitution with a predominance of all three dosha pattern (TM2); (a) tridōṣajaprakr̥tiḥ, (a) samaprakr̥tiḥ",chapter26
SS57,Vaḷi body constitution pattern (TM2),,,,,Vaḷi body constitution pattern (TM2); (b) Vaḷi uṭalikkaṇam,chapter26
SS58,Aẕal body constitution pattern (TM2),,,,,Aẕal body constitution pattern (TM2); (b) Aẕal uṭalikkaṇam,chapter26
SS59,Aiyam body constitution pattern (TM2),,,,,Aiyam body constitution pattern (TM2); (b) Aiyam uṭalikkaṇam,chapter26
SS5A,Vaḷi-predominant Aẕal body constitution pattern (TM2),,,,,Vaḷi-predominant Aẕal body constitution pattern (TM2); (b) Vaḷi Aẕal uṭalikkaṇam,chapter26
SS5B,Vaḷi-predominant Aiyam body constitution pattern (TM2),,,,,Vaḷi-predominant Aiyam body constitution pattern (TM2); (b) Vaḷi aiya uṭalikkaṇam,chapter26
SS5C,Aẕal-predominant Vaḷi body constitution pattern (TM2),,,,,Aẕal-predominant Vaḷi body constitution pattern (TM2); (b) Aḻalvaḷi uṭalikkaṇam,chapter26
SS5D,Aẕal-predominant Aiyam body constitution pattern (TM2),,,,,Aẕal-predominant Aiyam body constitution pattern (TM2); (b) Aḻalayam uṭalikkaṇam,chapter26
SS5E,Aiya-predominant Aẕal body constitution pattern (TM2),,,,,Aiya-predominant Aẕal body constitution pattern (TM2); (b) Aiyaẕal uṭalikkaṇam,chapter26
SS5F,Aiya-predominant Vaḷi body constitution pattern (TM2),,,,,Aiya-predominant Vaḷi body constitution pattern (TM2); (b) Aiyavaḷi uṭalikkaṇam,chapter26
SS60,"Personality with a calm, composed mindset (TM2)",,,,,"Personality with a calm, composed mindset (TM2); (a) sāttvikakāya; (a) śuddhakāya; Sattva predominant pattern (TM2); Person with pure, truthful temperament (TM2); (a) brahmakāyaḥ; (a) brāhmasattvaṃ; Person with prosperous, leader temperament (TM2); (a) aindrasattvaṃ; (a) māhēndrakāyaḥ; Person with brave, patient temperament (TM2); (a) vāruṇakāyaḥ; (a) vāruṇasattvaṃ; Person with wealthy, luxurious temperament (TM2); (a) kauberasattvaṃ; (a) kaubērakāyaḥ; Person with artistic, celebrating temperament (TM2); (a) gandharvakāyaḥ; (a) gāndharvasattvaṃ; Person with judicious, prompt temperament (TM2); (a) yāmyakāyaḥ; (a) yāmyasattvaṃ; Person with scholarly, religious temperament (TM2); (a) r̥ṣikāyaḥ; (a) ṛṣisattvaṃ, (a) ārṣasattvaṃ",chapter26
SS61,"Personality with an agitated, reactive mindset (TM2)",,,,,"Personality with an agitated, reactive mindset (TM2); (a) rājasikakāya; Rajas predominant pattern (TM2); Person with brave, cruel temperament (TM2); (a) āsurakāyaḥ; (a) āsurasattvaṃ; Person with simultaneously brave and timid temperament (TM2); (a) sarpakāyaḥ; (a) sarpasattvaṃ; Person with intolerant, unsteady temparament (TM2); (a) śākunasattvaṃ; (a) śākunikāyaḥ; Person with intolerant, angry temperament (TM2); (a) rākṣasakāyaḥ; (a) rākṣasasattvaṃ; Person with overeating, unclean, hypersexual temperament (TM2); (a) paiśācakāyaḥ; (a) paiśācasasattvaṃ; Person with sorrowful, jealous temperament (TM2); (a) pretasattvaṃ; (a) prētakāyaḥ",chapter26
SS62,"Personality with a confused, negative mindset (TM2)",,,,,"Personality with a confused, negative mindset (TM2); (a) tāmasikakāya; Tamas predominant pattern (TM2); Person with coward, unintelligent temperament (TM2); (a) pāśavakāyaḥ; (a) pāśavasattvaṃ; Person with timid, unintelligent temperament (TM2); (a) matsyakāyaḥ; (a) mātsyasattvaṃ; Person with lazy, unintelligent temperament (TM2); (a) vānaspatyakāyaḥ; (a) vānaspatyasattvaṃ",chapter26
SS70,Human temperament pattern (TM2),,,,,Human temperament pattern (TM2); (c) Mizāj Insānī,chapter26
SS71,Temperament according to age pattern (TM2),,,,,Temperament according to age pattern (TM2); (c) Mizāj-i-A‘mār,chapter26
SS72,Dam predominant temperament pattern (TM2),,,,,Dam predominant temperament pattern (TM2); (c) Damawī al-Mizāj; (c) Mizāj Ḥārr Ratb; Hot and moist temperament pattern (TM2),chapter26
SS73,Ṣafrā’ predominant temperament pattern (TM2),,,,,Ṣafrā’ predominant temperament pattern (TM2); (c) Mizāj Ḥārr Yābis; (c) Ṣafrāwī al-Mizāj; Hot and dry temperament pattern (TM2),chapter26
SS74,Balgham predominant temperament pattern (TM2),,,,,Balgham predominant temperament pattern (TM2); (c) Balghamī al-Mizāj; (c) Mizāj Bārid Ratb; Cold and moist temperament pattern (TM2),chapter26
SS75,Sawdā’ predominant temperament pattern (TM2),,,,,Sawdā’ predominant temperament pattern (TM2); (c) Mizāj Bārid Yābis; (c) Sawdāwī al-Mizāj; Cold and dry temperament pattern (TM2),chapter26
SS80,Kapha predominant age pattern (TM2),,,,,Kapha predominant age pattern (TM2); (a) Bālyāvasthā; (a) bālāvasthā,chapter26
SS81,Pitta predominant age pattern (TM2),,,,,Pitta predominant age pattern (TM2); (a) madhyamāvasthā,chapter26
SS82,Vata predominant age pattern (TM2),,,,,"Vata predominant age pattern (TM2); (a) sthāviryaṃ, (a) vārdhakyaṃ; (a) vṛddhāvasthā",chapter26
SS83,Childhood age pattern (TM2),,,,,"Childhood age pattern (TM2); (b) Kāppu Cĕṅkīrai Tālāṭṭu Cappāṇi Muttam Varukai Ampuli Ciṟṟil, (b) nīrāṭal Ciṟupaṟai; (b) Pālaṉ; (b) ammāṉai Ciṟuter, (b) ūcal Pālaṉ, (b) petai",chapter26
SS84,Adult age pattern (TM2),,,,,"Adult age pattern (TM2); (b) mīl̤i; (b) pĕtumpai maṟavoṉ, (b) maṅkai Tiṟavoṉ, (b) maṭantai Viṭalai, (b) arivai Kāl̤ai; (b) tĕrivai mutumakaṉ, (b) peril̤am pĕṇ",chapter26
SS85,Old age pattern (TM2),,,,,Old age pattern (TM2); (b) Mutumakaṉ; (b) pēriḷam peṇ,chapter26
SS86,Hot and moist predominant temperament age pattern (TM2),,,,,"Hot and moist predominant temperament age pattern (TM2); (c) Senn-e-Nomov, (c) Senn-e-Ḥadāthat; (c) Sinn-i-Numū, (c) Sinn-i-Ḥadāthat",chapter26
SS87,Hot predominant temperament with lesser degree of moistness age pattern (TM2),,,,,"Hot predominant temperament with lesser degree of moistness age pattern (TM2); (c) Senn-e-Shabāb, (c) Senn-e-Wuqūf; (c) Sinn-i-Shabāb, (c) Sinn-i-Wuqūf",chapter26
SS88,Cold and dry predominant temperament age pattern (TM2),,,,,"Cold and dry predominant temperament age pattern (TM2); (c) Senn-i-Kohūlat, (c) Senn-i-Inḥiṭāṭ; (c) Sinn-i-Kuhūlat, (c) Sinn-i-Inḥiṭāṭ",chapter26
SS89,Cold predominant temperament with greater degree of dryness age pattern (TM2),,,,,Cold predominant temperament with greater degree of dryness age pattern (TM2); (c) Sinn-i-Shaykhūkhat,chapter26
ST00,Abnormal temperament pattern (TM2),,,,,Abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj; Immoderate temperament (TM2); Impaired temperament (TM2); Morbid temperament (TM2),chapter26
ST01,Simple morbid temperament pattern (TM2),,,,,Simple morbid temperament pattern (TM2); (c) Sū’-i-Mizāj Mufrad,chapter26
ST02,Simple abnormal temperament without substance pattern (TM2),,,,,"Simple abnormal temperament without substance pattern (TM2); (c) Sū’-i-Mizāj Mufrad Sāda, (c) Mizāj Ghayr Mu‘tadil Mufrad Sāda; (c) Sū’-i-Mizāj Sāda; (c) Sū’-i-Mizāj Sādeh; Simple abnormal temperament pattern (TM2)",chapter26
ST03,Abnormal hot temperament pattern (TM2),,,,,Abnormal hot temperament pattern (TM2); (c) Sū’-i-Mizāj Ḥārr,chapter26
ST04,Abnormal cold temperament pattern (TM2),,,,,Abnormal cold temperament pattern (TM2); (c) Sū’-i-Mizāj Bāred; (c) Sū’-i-Mizāj Bārid,chapter26
ST05,Abnormal moist temperament pattern (TM2),,,,,Abnormal moist temperament pattern (TM2); (c) Sū’-i-Mizāj Raṭb,chapter26
ST06,Abnormal dry temperament pattern (TM2),,,,,Abnormal dry temperament pattern (TM2); (c) Sū’-i-Mizāj Yābis,chapter26
ST07,Abnormal temperament associated with substance pattern (TM2),,,,,Abnormal temperament associated with substance pattern (TM2); (c) Sū’-i-Mizāj Mufrad Māddī; (c) Sū’-i-Mizāj Māddī; Simple abnormal temperament with substance pattern (TM2),chapter26
ST08,Abnormal hot temperament with substance pattern (TM2),,,,,Abnormal hot temperament with substance pattern (TM2); (c) Sū’-i-Mizāj Ḥārr Māddī,chapter26
ST09,Abnormal cold temperament with substance pattern (TM2),,,,,Abnormal cold temperament with substance pattern (TM2); (c) Sū’-i-Mizāj Bārid Māddī,chapter26
ST0A,Abnormal moist temperament with substance pattern (TM2),,,,,Abnormal moist temperament with substance pattern (TM2); (c) Sū’-i-Mizāj Raṭb Māddī,chapter26
ST0B,Abnormal dry temperament with substance pattern (TM2),,,,,Abnormal dry temperament with substance pattern (TM2); (c) Sū’-i-Mizāj Yābis Māddī,chapter26
ST0C,Compound morbid temperament pattern (TM2),,,,,"Compound morbid temperament pattern (TM2); (c) Mizāj Ghayr Mu‘tadil Murakkab, (c) Sū’-i-Mizāj Murakkab",chapter26
ST0D,Simple compound abnormal temperament pattern (TM2),,,,,"Simple compound abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Murakkab Sāda, (c) Mizāj Ghayr Mu‘tadil Murakkab Sāda",chapter26
ST0E,Simple hot and moist abnormal temperament pattern (TM2),,,,,Simple hot and moist abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Ḥārr Raṭb Sāda,chapter26
ST0F,Simple hot and dry abnormal temperament pattern (TM2),,,,,Simple hot and dry abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Ḥārr Yābis Sāda,chapter26
ST0G,Simple cold and moist abnormal temperament pattern (TM2),,,,,Simple cold and moist abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Bārid Raṭb Sāda,chapter26
ST0H,Simple cold and dry abnormal temperament pattern (TM2),,,,,Simple cold and dry abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Bārid Yābis Sāda,chapter26
ST0J,Compound abnormal temperament associated with substance pattern (TM2),,,,,Compound abnormal temperament associated with substance pattern (TM2); (c) Sū’-i-Mizāj Murakkab Māddī,chapter26
ST0K,Abnormal hot and moist temperament associated with substance pattern (TM2),,,,,Abnormal hot and moist temperament associated with substance pattern (TM2); (c) Sū’-i-Mizāj Ḥārr Raṭb Māddī,chapter26
ST0L,Abnormal hot and dry temperament associated with substance pattern (TM2),,,,,Abnormal hot and dry temperament associated with substance pattern (TM2); (c) Sū’-i-Mizāj Ḥārr Yābis Māddī,chapter26
ST0M,Abnormal cold and moist temperament associated with substance pattern (TM2),,,,,Abnormal cold and moist temperament associated with substance pattern (TM2); (c) Sū’-i-Mizāj Bārid Raṭb Māddī,chapter26
ST0N,Abnormal cold and dry temperament associated with substance pattern (TM2),,,,,Abnormal cold and dry temperament associated with substance pattern (TM2); (c) Sū’-i-Mizāj Bārid Yābis Māddī,chapter26
ST0P,Stable abnormal temperament pattern (TM2),,,,,Stable abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Mostawī; (c) Sū’-i-Mizāj Mustawī,chapter26
ST0Q,Unstable abnormal temperament pattern (TM2),,,,,Unstable abnormal temperament pattern (TM2); (c) Sū’-i-Mizāj Mokhtalef; (c) Sū’-i-Mizāj Mukhtalif,chapter26
ST0R,Thickening of moisture pattern (TM2),,,,,Thickening of moisture pattern (TM2); (c) Ghilẓa al-Ruṭūba; (c) ghelzat-e rotoubat,chapter26
ST0S,Presence of foreign moisture pattern (TM2),,,,,Presence of foreign moisture pattern (TM2); (c) Ruṭūbat Gharība; (c) rotoubat-e gharibeh,chapter26
ST0T,Thinning of moistures pattern (TM2),,,,,Thinning of moistures pattern (TM2); (c) Riqqa al-Ruṭūba; (c) reqqat-e rotoubat,chapter26
ST0U,Infection of moistures pattern (TM2),,,,,Infection of moistures pattern (TM2); (c) ofounat-e rotoubat,chapter26
ST0V,Change of temperament of psychic Rūḥ pattern (TM2),,,,,Change of temperament of psychic Rūḥ pattern (TM2); (c) Taghayyur-i-Mizāj-i-Rūḥ Nafsānī; (c) tagheir-e mezAj-e rouh-e nafsAni,chapter26
ST0W,Predominance of hotness pattern (TM2),,,,,Predominance of hotness pattern (TM2); (c) Ghalaba’-i-Ḥarārat,chapter26
ST0X,Predominance of coldness pattern (TM2),,,,,Predominance of coldness pattern (TM2); (c) Ghalaba’-i-Burūdat,chapter26
ST10,Predominance of moistness pattern (TM2),,,,,Predominance of moistness pattern (TM2); (c) Ghalaba’-i-Ruṭūbat,chapter26
ST11,Predominance of dryness pattern (TM2),,,,,Predominance of dryness pattern (TM2); (c) Ghalaba’-i-Yubūsat,chapter26
ST20,Injury pattern in the varmam or marmam (TM2),,,,,Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,chapter26
03,Diseases of the blood or blood-forming organs,,This chapter includes diseases of the blood as well as diseases of blood forming organs.,,"Other diseases of the blood or blood-forming organs or certain disorders involving the immune mechanism complicating pregnancy, childbirth or the puerperium; Congenital malformations, deformations or chromosomal abnormalities; Diseases of the immune system; Certain conditions originating in the perinatal period; Complications of pregnancy, childbirth or the puerperium; Endocrine, nutritional or metabolic diseases; Human immunodeficiency virus disease; Injury, poisoning or certain other consequences of external causes",,chapter3
3A00,Iron deficiency anaemia,,"A disease caused by chronic or acute bleeding, excessive menstrual bleeding, inadequate intake, substances (in diet or drugs) interfering with iron absorption, malabsorption syndromes, inflammation, infection or blood donation. This disease is characterised by decreased levels of iron present in the body. This disease may present with fatigue, pallor or dizziness. Confirmation is by identification of decreased levels of iron in a blood sample.",,,,chapter3
